date,close,high,low,open,volume,MA7,MA14,MA30,returns,RSI14,MACD,MACD_signal,MACD_hist,lag1,lag3,lag7
2020-03-04,2837.110595703125,2850.556537903596,2776.6035849719124,2783.3264657957843,127937929,2810.4918038504466,2859.280918666295,2913.1561686197915,0.029268344529467916,41.931502318629136,-39.46071704985479,-24.841390932056,-14.619326117798792,2756.434326171875,2816.941650390625,2905.296630859375
2020-03-05,2790.0498046875,2890.8950131562524,2776.6038611496147,2884.171951110937,146949558,2793.1035505022323,2848.27587890625,2903.922428385417,-0.016587577194523084,40.091300225879664,-40.21978497677901,-27.917069741000606,-12.302715235778404,2837.110595703125,2675.75830078125,2911.767578125
2020-03-06,2695.927490234375,2722.819556186784,2689.204428608089,2716.096494560498,175334118,2764.117989676339,2834.245291573661,2891.551277669271,-0.03373499436999017,38.019872921937754,-47.86448396448486,-31.906552585697458,-15.957931378787404,2790.0498046875,2756.434326171875,2898.826416015625
2020-03-09,2521.12939453125,2655.589737237901,2521.12939453125,2621.9746064230503,163934401,2727.621651785714,2810.9644077845983,2875.294718424479,-0.06483783274450328,32.833245679118704,-67.25246392302824,-38.975734853163615,-28.27672906986463,2695.927490234375,2837.110595703125,2776.603759765625
2020-03-10,2628.69775390625,2709.373781592616,2541.2984831756767,2541.2984831756767,182576203,2700.729666573661,2791.669503348214,2863.2708251953127,0.042666734840478115,36.56232017968612,-73.09511512076915,-45.79961090668473,-27.295504214084424,2521.12939453125,2790.0498046875,2816.941650390625
2020-03-11,2628.69775390625,2709.373781592616,2608.528746984659,2655.589823319292,195275262,2694.0067313058034,2768.6771414620534,2851.246931966146,0.0,33.117827976429794,-76.839698080586,-52.00762834146498,-24.832069739121025,2628.69775390625,2695.927490234375,2675.75830078125
2020-03-12,2427.0068359375,2581.636158855338,2420.283774796884,2568.1900365741067,167137546,2646.9456612723216,2733.5891636439733,2833.362752278646,-0.07672655316459909,28.12257192009379,-94.98712607133348,-60.60352788743869,-34.38359818389479,2628.69775390625,2521.12939453125,2756.434326171875
2020-03-13,2500.9599609375,2534.57508600871,2258.931565972405,2427.0068302230143,295725807,2598.924142020089,2704.7079729352677,2820.5319010416665,0.030470917471245418,32.92067164654715,-102.22332747637665,-68.92748780522629,-33.29583967115036,2427.0068359375,2628.69775390625,2837.110595703125
2020-03-16,2353.053955078125,2521.1292375837056,2326.1618882109037,2521.1292375837056,196265939,2536.496163504464,2664.7998570033483,2802.770849609375,-0.05913969362545557,28.918646196838793,-118.52654753490606,-78.84729975116225,-39.679247783743804,2500.9599609375,2628.69775390625,2790.0498046875
2020-03-17,2191.701904296875,2400.115212980132,2191.701904296875,2353.0541374531786,229429422,2464.463936941964,2614.2909633091517,2777.4745524088544,-0.06857133489567302,26.0060553524292,-142.82038442331395,-91.6419166855926,-51.17846773772135,2353.053955078125,2427.0068359375,2695.927490234375
2020-03-18,2111.025634765625,2312.716055637347,2077.4106849888376,2198.4249014013208,272919333,2405.877685546875,2566.749668666295,2749.489046223958,-0.03680987335598995,26.760564100658115,-166.6621483933818,-106.64596302715044,-60.01618536623137,2191.701904296875,2500.9599609375,2521.12939453125
2020-03-19,1969.8424072265625,2111.0256292465583,1969.8424072265625,2104.302747640427,151744210,2311.7554931640625,2506.2425798688614,2717.013114420573,-0.06687897352546235,22.368431007174365,-194.70478904662605,-124.25772823104558,-70.44706081558047,2111.025634765625,2353.053955078125,2628.69775390625
2020-03-20,1889.166015625,1996.7342772882823,1835.38206534609,1969.8422118724616,658210668,2206.1081019810267,2450.0574166434153,2681.847969563802,-0.0409557593569887,23.28767918306056,-220.89238445488672,-143.58465947581382,-77.3077249790729,1969.8424072265625,2191.701904296875,2628.69775390625
2020-03-23,1761.4290771484375,1815.2132124551251,1761.4290771484375,1781.598082750259,180848183,2111.025565011161,2378.985613141741,2643.503352864583,-0.0676155178634752,17.25665547595628,-249.0822804001741,-164.6841836606859,-84.39809673948821,1889.166015625,2111.025634765625,2427.0068359375
2020-03-24,1640.414794921875,1848.8280848970276,1640.414794921875,1734.5369375269593,544651637,1988.090541294643,2293.507341657366,2600.909228515625,-0.06870233028199546,11.637941424611313,-277.9833976813625,-187.3440264648212,-90.63937121654126,1761.4290771484375,1969.8424072265625,2500.9599609375
2020-03-26,1976.5655517578125,2016.903565286664,1680.7529710722197,1680.7529710722197,698059077,1934.3064836774554,2235.4013235909597,2569.0887736002605,0.20491814501828287,28.000010564120743,-270.6433762289266,-204.0038964176423,-66.63947981128433,1640.414794921875,1889.166015625,2353.053955078125
2020-03-27,2171.532470703125,2467.344809894573,2016.903149777024,2016.903149777024,529032687,1931.4251360212054,2197.9445364815847,2542.9044555664063,0.09863923752588089,36.551721028988474,-246.255475559969,-212.45421224610766,-33.80126331386134,1976.5655517578125,1761.4290771484375,2191.701904296875
2020-03-30,2023.62646484375,2117.7486092036693,2023.62646484375,2117.7486092036693,239264252,1918.9395403180804,2162.408612932478,2512.221325683594,-0.06811134894588255,37.06293475434348,-236.14058546839942,-217.191486890566,-18.94909857783341,2171.532470703125,1640.414794921875,2111.025634765625
2020-03-31,2030.349365234375,2151.363567006972,1996.7342389714815,2084.1333144811856,346502244,1927.5833914620537,2119.669442313058,2483.4877807617186,0.00332220422465368,33.57932283831117,-224.9884534798166,-218.75088020841613,-6.237573271400464,2023.62646484375,1976.5655517578125,1969.8424072265625
2020-04-01,1969.8424072265625,2070.687617398773,1949.67340130267,2023.6265433921085,298923123,1939.1085902622767,2072.6083461216517,2454.247135416667,-0.0298012544263917,32.49998978663535,-218.51382303377432,-218.7034687734878,0.18964573971348386,2030.349365234375,2171.532470703125,1889.166015625
2020-04-02,1929.5042724609373,1949.6732770999763,1882.443201452268,1916.0581489997533,329876337,1963.1193324497767,2037.0724487304688,2421.936397298177,-0.02047784869370295,35.54687513852765,-214.1687777592465,-217.79653057063953,3.6277528113930373,1969.8424072265625,2023.62646484375,1761.4290771484375
2020-04-03,1942.9501953125,1983.288384726908,1902.6121864508275,1969.8422614045269,322467159,2006.3386753627233,1997.214608328683,2388.3483764648436,0.0069685893125355225,33.19837535856597,-207.25126094620964,-215.68747664575355,8.436215699543908,1929.5042724609373,2030.349365234375,1640.414794921875
2020-04-06,2030.349365234375,2037.072246044772,1956.396231898192,1983.288296797961,313615306,2014.0220772879463,1974.1642804827009,2358.752071126302,0.04498271244045848,39.91596010382198,-192.4977027548066,-211.04952186756415,18.551819112757556,1942.9501953125,1969.8424072265625,1976.5655517578125
2020-04-07,2037.072509765625,2178.255733352547,1983.2885535559053,2084.1335842945987,445935822,1994.813511439732,1963.1193237304688,2329.8112670898436,0.003311323975257796,44.65115662376694,-178.20862195557538,-204.48134188516642,26.272719929591034,2030.349365234375,1929.5042724609373,2171.532470703125
2020-04-08,1895.8892822265625,2043.795567738658,1895.8892822265625,2016.9034994134813,322246825,1976.5653424944196,1947.75244140625,2295.9486572265623,-0.06930692298002994,42.85714054118682,-176.24508538430177,-198.8340905849935,22.58900520069173,2037.072509765625,1942.9501953125,2023.62646484375
2020-04-09,1875.7203369140625,1956.396544504355,1848.8282677172983,1922.7814128702107,292370749,1954.4754813058037,1941.0294363839287,2261.8451212565105,-0.010638250609662836,46.60194337347932,-174.307129743597,-193.9286984167142,19.621568673117224,1895.8892822265625,2030.349365234375,2030.349365234375
2020-04-13,1862.2740478515625,1909.3351150958588,1815.212980607266,1875.71998968448,136106890,1939.1085728236608,1939.1085815429688,2231.367464192708,-0.00716860013610654,48.979594294484215,-171.8750208364222,-189.51796290065585,17.642942064233637,1875.7203369140625,2037.072509765625,1969.8424072265625
2020-04-14,1949.673095703125,1949.673095703125,1862.274023547954,1875.7199652053955,241711574,1941.9898332868304,1952.5545828683037,2202.4585123697916,0.04693135682817018,57.368411948935744,-161.0388288915151,-183.82213609882768,22.78330720731259,1862.2740478515625,1895.8892822265625,1929.5042724609373
2020-04-15,1855.55126953125,2010.1804366697495,1835.3822634308156,1949.6734183684453,351010672,1929.5042724609375,1967.9214739118304,2175.1182779947917,-0.04827569625867523,58.602160929315566,-158.22202841401327,-178.7021145618648,20.480086147851523,1949.673095703125,1875.7203369140625,1942.9501953125
2020-04-16,1754.705810546875,1862.2740686207749,1734.5368072962,1862.2740686207749,404530667,1890.1266217912946,1952.0743495396205,2141.727327473958,-0.054347977682045245,39.07282140325542,-162.25668541285495,-175.41302873206283,13.156343319207878,1855.55126953125,1862.2740478515625,2030.349365234375
2020-04-17,1902.6121826171875,1909.3352442648315,1788.3210373709146,1795.0439184658237,442565694,1870.918003627232,1932.865757533482,2110.5773803710936,0.08429126477002757,36.111116364899566,-151.7698635184429,-170.68439568933886,18.914532170895967,1754.705810546875,1949.673095703125,2037.072509765625
2020-04-20,1868.9969482421875,1949.673141750404,1855.5510062671808,1936.227019222672,244213568,1867.0762416294642,1921.820792061942,2079.8756184895833,-0.017667938154773966,40.94486894373663,-144.5056785824395,-165.448652267959,20.94297368551952,1902.6121826171875,1855.55126953125,1895.8892822265625
2020-04-21,1828.658935546875,1875.720003128476,1808.489932376578,1848.827938717172,146163154,1860.3531842912946,1907.4143327985491,2050.9666666666667,-0.021582706559928222,38.63636176063187,-140.38542440505535,-160.4360066953783,20.05058229032295,1868.9969482421875,1754.705810546875,1875.7203369140625
2020-04-22,1875.7203369140625,1902.612406110827,1781.598185001766,1815.2133166359104,197501041,1862.2740827287946,1900.6913277762276,2029.4530314127603,0.025735472291946726,44.615394069955585,-131.80328527490678,-154.709462411284,22.90617713637721,1828.658935546875,1902.6121826171875,1862.2740478515625
2020-04-23,1882.443115234375,1936.227064957537,1875.720053811706,1902.612118949652,237791877,1852.6697998046875,1897.3298165457588,2004.5778767903646,0.003584104830559598,47.19999674625134,-123.04106534653329,-148.37578299833388,25.334717651800588,1875.7203369140625,1868.9969482421875,1949.673095703125
2020-04-24,1768.15185546875,1882.4431814643096,1768.15185546875,1882.4431814643096,323088010,1840.1841692243304,1884.8442208426338,1975.8930135091146,-0.060714323232760825,40.714289049259115,-123.8911523315719,-143.47885686498148,19.58770453340958,1882.443115234375,1828.658935546875,1855.55126953125
2020-04-27,1788.3209228515625,1815.212987167307,1754.7057973187011,1801.766864733073,200872709,1844.986328125,1867.5564749581474,1954.6034830729166,0.011406863794210409,36.15385356709033,-121.5363814621719,-139.09036178441957,17.553980322247668,1768.15185546875,1875.7203369140625,1754.705810546875
2020-04-28,1741.260009765625,1808.490086237247,1727.813886139657,1801.767024424263,295130807,1821.9360177176338,1846.427010672433,1929.2801513671875,-0.02631569786193444,33.82353451648089,-122.06059243502818,-135.6844079145413,13.623815479513127,1788.3209228515625,1882.443115234375,1902.6121826171875
2020-04-29,1734.5367431640625,1761.42880668824,1721.0906211256145,1747.982684649792,230054013,1802.7274169921875,1834.9018293108259,1908.662910970052,-0.003861150295680127,39.65516269835432,-121.61662409496876,-132.8708511506268,11.254227055658049,1741.260009765625,1768.15185546875,1868.9969482421875
2020-04-30,1835.3822021484373,1842.105083588942,1754.7059998876812,1761.4290618809302,475289499,1803.6878836495537,1832.0205339704241,1896.7855875651042,0.058139707551203124,47.65624867013654,-111.83818921901798,-128.66431876430505,16.826129545287074,1734.5367431640625,1788.3209228515625,1828.658935546875
2020-05-04,1768.15185546875,1801.7669832120444,1747.9828510438674,1795.0439215528384,220673601,1788.3209577287946,1825.2975202287946,1885.3564615885416,-0.03663016160938559,44.85294441599984,-108.26561759300307,-124.58457853004467,16.318960937041595,1835.3822021484373,1741.260009765625,1875.7203369140625
2020-05-05,1768.15185546875,1801.7669832120444,1754.7059127030734,1768.15185546875,203241160,1771.9936349051338,1812.3317173549108,1878.6334431966145,0.0,39.02440752605981,-104.23279802740149,-120.51422242951604,16.281424402114553,1768.15185546875,1734.5367431640625,1882.443115234375
2020-05-06,1761.4290771484375,1781.598082750259,1747.9829530453924,1768.151958647214,190361478,1771.033238002232,1805.6087036132812,1874.3755452473958,-0.003802149854674197,43.63637083916492,-100.42163341292462,-116.49570462619776,16.074071213273143,1768.15185546875,1835.3822021484373,1768.15185546875
2020-05-08,1741.260009765625,1788.3210813510343,1734.536947952641,1774.8749577250662,226345299,1764.3102504185267,1804.6482892717634,1873.703243001302,-0.011450399930642674,48.97960998623768,-97.900200604053,-112.77660382176882,14.876403217715819,1761.4290771484375,1768.15185546875,1788.3209228515625
2020-05-11,1761.4290771484375,1774.8750206987363,1747.9829530453924,1768.151958647214,170062057,1767.1915457589287,1794.5637817382812,1877.7370524088542,0.011583030259523008,36.70889218014379,-93.20011880469474,-108.86130681835401,15.66118801365927,1741.260009765625,1768.15185546875,1741.260009765625
2020-05-12,1674.0294189453125,1768.1515433484897,1660.58347855316,1761.4286634287653,405546974,1758.547642299107,1780.6375296456474,1867.6525146484375,-0.04961860760503378,33.33334724678525,-95.42766142476671,-106.17457773963656,10.74691631486985,1761.4290771484375,1761.4290771484375,1734.5367431640625
2020-05-13,1660.583740234375,1694.1988673410133,1640.414736191485,1653.860678702501,372457853,1733.5764334542412,1768.6321585518974,1850.6208902994792,-0.008031924982183858,34.939788555537845,-97.15798216188045,-104.37125862408536,7.213276462204902,1674.0294189453125,1741.260009765625,1835.3822021484373
2020-05-14,1579.90771484375,1667.306982577962,1566.461770874584,1640.4149140868776,517300545,1706.6844133649554,1747.502685546875,1835.8302652994792,-0.048582931071719626,25.000005158260578,-103.84212741828014,-104.26543238292432,0.4233049646441742,1660.583740234375,1761.4290771484375,1768.15185546875
2020-05-15,1505.9544677734375,1613.522637594657,1485.7853738669585,1600.0765148060948,654135428,1669.2276436941963,1720.610639299665,1818.3504353841147,-0.04680858658736686,21.42860186680602,-113.7950116171562,-106.1713482297707,-7.6236633873855055,1579.90771484375,1674.0294189453125,1768.15185546875
2020-05-18,1458.8934326171875,1526.1235967218772,1452.1703710685354,1512.677473624573,501017513,1626.008265904018,1698.520751953125,1801.3188028971354,-0.031249972136162985,23.863671768046714,-124.0502027641569,-109.74711913664795,-14.30308362750894,1505.9544677734375,1660.583740234375,1761.4290771484375
2020-05-19,1593.3536376953125,1626.9685836399692,1512.6774424332248,1512.6774424332248,584451204,1604.8787841796875,1684.594517299107,1790.1137817382812,0.09216588550742166,36.19049018912753,-119.94504895270734,-111.78670509985984,-8.158343852847494,1458.8934326171875,1579.90771484375,1741.260009765625
2020-05-20,1667.306884765625,1680.7528279459868,1559.7386171117662,1586.630684025231,433842983,1591.4327566964287,1679.3121512276787,1780.9256713867187,0.04641358033818621,44.954134247694384,-109.46246088453563,-111.321856256795,1.859395372259371,1593.3536376953125,1505.9544677734375,1761.4290771484375
2020-05-26,1694.19873046875,1714.3677328822107,1660.583606077837,1714.3677328822107,444514707,1594.3140869140625,1676.430864606585,1769.7206502278646,0.016128911809121016,47.32143363757789,-97.856953072647,-108.62887561996541,10.771922547318411,1667.306884765625,1458.8934326171875,1674.0294189453125
2020-05-27,1768.15185546875,1768.15185546875,1694.198899428426,1707.6448421941025,476102523,1609.6809605189733,1671.628696986607,1760.7566284179688,0.04365079708183872,45.370354959263416,-81.74974520780393,-103.25304953753313,21.503304329729204,1694.19873046875,1593.3536376953125,1660.583740234375
2020-05-28,1835.3822021484373,1868.9971510091943,1774.875005314684,1774.875005314684,498739044,1646.1773158482142,1676.430864606585,1758.739725748698,0.03802294835239928,54.629645040736584,-62.8354122998428,-95.16952208999507,32.33410979015227,1768.15185546875,1667.306884765625,1579.90771484375
2020-05-29,1983.28857421875,1983.2885742187495,1815.213280499504,1815.213280499504,959884609,1714.3679024832588,1691.7977730887276,1762.325333658854,0.0805861427103185,62.30770949783092,-35.5016185196223,-83.23594137592052,47.73432285629822,1835.3822021484373,1694.19873046875,1505.9544677734375
2020-06-02,2137.91748046875,2211.8706150567205,1983.2883303686167,1983.2883303686167,514215761,1811.371337890625,1718.6898018973213,1771.513448079427,0.07796591391694507,68.42103942871115,-1.3466067286276484,-66.85807444646194,65.5114677178343,1983.28857421875,1768.15185546875,1458.8934326171875
2020-06-03,2084.13330078125,2205.1475017583666,2023.6262905690548,2151.3635528651016,481917223,1881.4827183314733,1743.1807512555804,1775.9954549153647,-0.02515727579705629,66.24202215812116,21.1378879670649,-49.25888196375657,70.39676993082148,2137.91748046875,1835.3822021484373,1593.3536376953125
2020-06-04,2057.241455078125,2151.363781905507,2037.0724495268091,2097.5796467335017,275162272,1937.1876569475446,1764.3102068219866,1782.7184611002604,-0.012903131336678197,63.92404590526021,36.367838992021234,-32.13353777260102,68.50137676462225,2084.13330078125,1983.28857421875,1667.306884765625
2020-06-05,2090.856201171875,2104.3023227748195,1990.0110113606415,2063.9641385186987,294137820,1993.8530099051338,1794.0835484095983,1793.9234741210937,0.016339718417969218,70.66668893938179,50.56720670290406,-15.5933888775,66.16059558040406,2057.241455078125,2137.91748046875,1694.19873046875
2020-06-08,2218.593505859375,2265.654571472018,2131.1942550410977,2137.917316000823,422772612,2058.201817103795,1833.9413888113838,1804.4561848958333,0.06109329977638178,74.85030181007764,71.30567344059978,1.7864235861199553,69.51924985447982,2090.856201171875,2084.13330078125,1768.15185546875
2020-06-09,2158.08642578125,2258.931622987476,2158.08642578125,2252.208561693001,279951975,2104.302420479911,1875.2398681640625,1814.0925008138022,-0.027272720269992612,76.21950908972948,81.91438403010511,17.81201567491699,64.10236835518812,2218.593505859375,2057.241455078125,1835.3822021484373
2020-06-10,2037.072509765625,2137.917721057069,2016.903503617886,2137.917721057069,487562851,2111.98583984375,1913.1768711635045,1821.039619954427,-0.05607463842501892,73.09943731037907,79.63902285505105,30.177417110943804,49.461605744107246,2158.08642578125,2090.856201171875,1983.28857421875
2020-06-11,1996.734130859375,2104.3023846342253,1949.6730649710576,2104.3023846342253,409589324,2091.8167898995534,1951.5940638950892,1825.0734130859375,-0.019802132085563917,73.52941145056928,73.7308888837265,38.888111465500344,34.84277741822615,2037.072509765625,2218.593505859375,2137.91748046875
2020-06-12,2037.072509765625,2043.7955719991212,1882.4433422644609,1949.6734229411736,519350210,2085.093819754464,1983.2882690429688,1830.2277262369792,0.020202178288447836,71.15385398789644,71.47964732169157,45.40641863673859,26.07322868495298,1996.734130859375,2158.08642578125,2084.13330078125
2020-06-15,1949.673095703125,2050.5182900684576,1942.950034598044,2043.7952289633768,253847754,2069.7269112723216,2003.457284109933,1836.2784342447917,-0.042904419770779634,63.29112614855072,61.9292381689952,48.710982543189914,13.218255625805284,2037.072509765625,2037.072509765625,2057.241455078125
2020-06-16,2104.302490234375,2117.7484323546296,1990.0111697249397,1996.73423106143,372556634,2071.6478097098216,2032.7504098074776,1846.811153157552,0.07931042125576693,67.23163575209611,66.07608596730734,52.1840032280134,13.892082739293933,1949.673095703125,1996.734130859375,2090.856201171875
2020-06-17,2084.13330078125,2151.3635528651016,2070.687358696116,2151.3635528651016,240003025,2052.439208984375,2055.3205130440847,1858.2402628580728,-0.009584738670759485,63.90531501781757,66.96309877636463,55.13982233768365,11.823276438680985,2104.302490234375,2037.072509765625,2218.593505859375
2020-06-18,2050.518310546875,2097.5793776469973,2043.7952493746511,2050.518310546875,144039347,2037.0723353794642,2070.6873779296875,1868.7729817708334,-0.01612900202773704,59.75608392425973,64.21340191261197,56.954538252669316,7.258863659942655,2084.13330078125,1949.673095703125,2158.08642578125
2020-06-19,2084.13330078125,2090.8563621001804,2057.2412360582543,2070.687358696116,183669732,2043.7953055245537,2077.8905726841517,1877.0646850585938,0.016393411393341717,55.10201812941976,64.00884203050396,58.365399008236245,5.643443022267711,2050.518310546875,2104.302490234375,2037.072509765625
2020-06-22,2057.241455078125,2090.856584698815,2037.0724495268091,2084.133522664128,104916512,2052.439208984375,2072.127999441964,1886.7010050455729,-0.012903131336678197,45.31250753589925,60.973910362728475,58.8871012791347,2.086809083593778,2084.13330078125,2084.13330078125,1996.734130859375
2020-06-23,2023.62646484375,2057.2414132278686,2003.4574597027304,2030.3495267416704,188566907,2050.5183454241073,2067.806082589286,1895.2168253580728,-0.016339837091751797,46.40001603633974,55.219717836655036,58.15362459063876,-2.9339067539837274,2057.241455078125,2050.518310546875,2037.072509765625
2020-06-24,2097.57958984375,2111.025532995703,2023.6264511261577,2050.518517982804,339338591,2071.6478445870534,2070.6873779296875,1906.4218424479166,0.036544849696710235,52.272730398946884,55.981557392162586,57.719211150943536,-1.7376537587809509,2023.62646484375,2084.13330078125,1949.673095703125
2020-06-25,2057.241455078125,2090.856584698815,2043.7955115614964,2084.133522664128,174033235,2064.9248395647323,2068.2863246372767,1916.9545572916666,-0.019230800566966688,48.12031943347739,52.72261686440902,56.71989229363664,-3.9972754292276207,2097.57958984375,2057.241455078125,2104.302490234375
2020-06-26,2037.072509765625,2097.579708761592,2030.3496280848792,2084.1335842945987,162039618,2058.2018694196427,2055.320539202009,1926.1426717122397,-0.009803878520294629,38.46156472424209,47.95956962412447,54.967827759734206,-7.008258135609736,2057.241455078125,2023.62646484375,2084.13330078125
2020-06-29,2043.7952880859373,2057.2412301323407,2003.4572813940013,2043.7952880859373,130693147,2057.2414376395086,2047.1568865094866,1938.4682006835938,0.0033002155240344777,42.20184112819115,44.217579662283924,52.81777814024416,-8.600198477960234,2037.072509765625,2097.57958984375,2050.518310546875
2020-06-30,2037.072509765625,2090.856646528096,2037.072509765625,2063.9645781468603,147418716,2050.51846749442,2047.1568865094866,1951.0178263346354,-0.0032893599273380314,50.0,40.245627094979,50.30334793119113,-10.057720836212127,2043.7952880859373,2057.241455078125,2084.13330078125
2020-07-01,2057.241455078125,2063.964517112812,2037.0724495268091,2043.7955115614964,111421694,2050.51846749442,2051.478838239397,1966.9289510091146,0.009900946194016713,55.056199259598685,38.283977534754285,47.899473851903764,-9.615496317149479,2037.072509765625,2037.072509765625,2057.241455078125
2020-07-02,2057.241455078125,2077.4106411821863,2043.7955115614964,2077.4106411821863,186436280,2055.3206089564733,2052.9194771902903,1985.3051839192708,0.0,51.80722232649794,36.31078796438169,45.58173667439935,-9.270948710017663,2057.241455078125,2043.7952880859373,2023.62646484375
2020-07-03,2050.518310546875,2077.4103746830483,2043.7952493746511,2057.2411911663767,54421019,2048.59756905692,2060.1227068219864,2005.0260131835937,-0.0032680386226198177,60.5633972105565,33.814724344481874,43.22833420841586,-9.413609863933985,2057.241455078125,2037.072509765625,2097.57958984375
2020-07-06,2043.7952880859373,2084.1332947778733,2037.0722267863728,2063.964291431905,148148028,2046.6766880580358,2055.800763811384,2020.0407348632812,-0.003278694184956965,40.8162925001806,30.937456476229272,40.77015866197854,-9.83270218574927,2050.518310546875,2057.241455078125,2057.241455078125
2020-07-07,2037.072509765625,2070.6876403803567,2037.072509765625,2063.9645781468603,228112810,2046.6766880580358,2052.439278738839,2032.3662556966146,-0.0032893599273380314,42.55321203842207,27.794333163855526,38.17499356235394,-10.380660398498414,2043.7952880859373,2057.241455078125,2037.072509765625
2020-07-08,2144.640869140625,2151.363931643246,2037.0725913097212,2043.7956538123424,373640813,2061.0831996372767,2059.1623186383927,2047.3809936523437,0.052805365964796236,62.06904216147447,33.595979371667,37.25919072421655,-3.6632113525495527,2037.072509765625,2050.518310546875,2043.7952880859373
2020-07-09,2111.025634765625,2171.5328332482413,2111.025634765625,2144.640765095162,211404181,2071.647931780134,2061.0831996372767,2058.8101196289062,-0.015674062197868044,53.448317962396,35.077011357882384,36.82275485094972,-1.7457434930673372,2144.640869140625,2043.7952880859373,2037.072509765625
