date,close,high,low,open,volume
2020-08-14,2329.930419921875,2336.9061243240844,2288.075256795259,2322.954528176994,109069303
2020-08-18,2455.495361328125,2462.471065238048,2329.930255494952,2329.930255494952,288206078
2020-08-19,2483.3984375,2539.205190270093,2455.495248457604,2455.495248457604,239290433
2020-08-24,2539.20556640625,2546.181458371523,2455.495612193685,2462.47131681628,214473234
2020-08-25,2650.819091796875,2650.819091796875,2539.205569583556,2560.133058162884,197233406
2020-08-26,2608.96337890625,2664.770128282648,2581.06019156069,2650.818534609868,178162157
2020-08-27,2581.060302734375,2636.866867171883,2553.1569268442977,2608.963491281805,206786961
2020-08-28,2574.08447265625,2608.9635528347594,2546.181096107852,2588.036067259124,85678499
2020-08-31,2448.51953125,2608.9637226693426,2441.543639823131,2581.060531647194,292651694
2020-09-01,2518.27783203125,2532.229614599892,2427.591994705716,2476.422859010644,216658972
2020-09-02,2553.1572265625,2553.1572265625,2504.326359858212,2525.253847396811,117619091
2020-09-03,2497.350341796875,2574.084583782,2476.422855317779,2553.1570973029043,197577052
2020-09-04,2476.4228515625,2518.277824457223,2427.591987404437,2518.277824457223,148013826
2020-09-07,2448.51953125,2490.374505125887,2441.543639823131,2476.4229096148124,104297421
2020-09-08,2455.495361328125,2490.3744429057147,2448.519470075544,2448.519470075544,89521636
2020-09-09,2378.761474609375,2434.5680509312174,2357.833985070848,2427.5923459801666,196282440
2020-09-10,2218.31689453125,2302.0270331835754,2218.31689453125,2302.0270331835754,305637969
2020-09-11,2267.147705078125,2309.00267968376,2099.7276193129183,2106.7035108614127,641858446
2020-09-14,2399.68896484375,2406.664857139511,2302.0272220738475,2302.0272220738475,303482811
2020-09-15,2322.95458984375,2413.6404355639283,2309.002805983613,2399.688839046469,215087925
2020-09-16,2274.12353515625,2364.809373464744,2260.1717524363817,2350.857778087538,152384862
2020-09-17,2232.2685546875,2309.002610035692,2211.340880673272,2281.09941936871,184375724
2020-09-18,2246.22021484375,2281.099485198036,2225.292727568245,2232.2686191076355,223172404
2020-09-21,2225.292724609375,2267.147699104732,2197.389345831581,2232.26861613949,125587849
2020-09-22,2183.437744140625,2225.292718521476,2162.5100696075333,2169.485961118564,148046607
2020-09-23,2148.55859375,2218.3169507226257,2127.63110539248,2211.34105882256,132670981
2020-09-24,2113.678955078125,2148.5582211876736,2099.727361039892,2113.678955078125,180569548
2020-09-25,2204.365234375,2218.31683007366,2120.655098155038,2134.6066938536987,186363128
2020-09-28,2155.5341796875,2253.195903055333,2148.558288777612,2218.3166358485423,149014953
2020-09-29,2120.655029296875,2204.365162798749,2106.703434051226,2176.461784964791,200970281
2020-09-30,2120.655029296875,2148.558407130833,2092.751651462917,2134.606624542524,184622458
2020-10-01,2204.365234375,2211.340938552997,2134.6066938536987,2155.5343684156887,143036570
2020-10-02,2162.510009765625,2239.24425223554,2134.606631836323,2218.316765624229,172772944
2020-10-05,2204.365234375,2211.340938552997,2169.4859641143494,2204.365234375,101996951
2020-10-06,2225.292724609375,2260.171807574617,2218.31683307926,2246.220211857053,132900775
2020-10-07,2176.4619140625,2211.340997916819,2148.5585345734416,2204.3652935515584,317619596
2020-10-08,2197.38916015625,2211.3407546949297,2169.48578373624,2197.38916015625,136318754
2020-10-09,2197.38916015625,2211.3407546949297,2176.461674676905,2197.38916015625,89241681
2020-10-12,2225.292724609375,2239.2443203269386,2197.389345831581,2204.3652373616965,172174643
2020-10-13,2288.075439453125,2302.027224056664,2197.389588900872,2225.2929707652625,224885904
2020-10-14,2343.88232421875,2357.834109542752,2295.0514502701385,2302.027342932139,213271353
2020-10-15,2309.002685546875,2357.833739167666,2309.002685546875,2343.881956035249,201627762
2020-10-16,2267.147705078125,2343.8819500835675,2239.244326226813,2329.930354329245,154490628
2020-10-19,2288.075439453125,2295.0513317548944,2253.1963526296527,2274.123842192273,105821057
2020-10-20,2267.147705078125,2295.051083929437,2239.244326226813,2288.0751923809426,147444676
2020-10-21,2260.172119140625,2309.002991897461,2253.1964139915717,2288.075501764916,128682202
2020-10-22,2302.027099609375,2302.027099609375,2232.268742390871,2246.220338897501,176153302
2020-10-23,2295.05078125,2336.905750335653,2281.099187335663,2336.905750335653,128973377
2020-10-26,2329.930419921875,2343.8820160689656,2295.0511485401403,2302.027040285021,111346673
2020-10-27,2343.88232421875,2371.7857075240563,2322.954833575445,2329.930726237445,201640192
2020-11-02,2357.833740234375,2364.8094444610715,2302.026982364796,2343.881957095646,172465378
2020-11-03,2357.833740234375,2371.785336030436,2343.881957095646,2364.8094444610715,133604017
2020-11-04,2295.05078125,2385.736610049796,2295.05078125,2385.736610049796,152055736
2020-11-05,2434.567626953125,2434.567626953125,2343.8817922981484,2350.8576833770403,258276321
2020-11-06,2483.3984375,2511.3018138850466,2420.615981140633,2448.5193575256794,295649686
2020-11-09,2574.08447265625,2574.08447265625,2497.3502339838174,2567.1085816834875,283205831
2020-11-10,2790.335693359375,2797.3115850487216,2629.8914959031067,2650.8189836284746,622129055
2020-11-11,2874.045654296875,2922.876518424466,2755.4564396073906,2769.4080347827053,392814584
2020-11-12,2755.456787109375,2860.094232477144,2734.5291106931386,2860.094232477144,366633582
2020-11-13,2790.335693359375,2846.1424521888034,2762.432313944661,2769.408205634007,261115910
2020-11-16,2762.432373046875,2839.1666212434,2741.504884873764,2825.215024908884,212327977
2020-11-17,2762.432373046875,2804.287536735773,2741.504884873764,2790.3357530585818,198939646
2020-11-18,2818.239501953125,2825.215394704804,2769.408627376773,2776.384520128452,200926500
2020-11-19,2818.239501953125,2881.0221620328334,2776.384520128452,2797.3120110407885,219674674
2020-11-20,2804.287353515625,2846.142327127223,2783.359679367164,2818.2389489386032,137266310
2020-11-23,2846.142333984375,2860.0939294409663,2797.311468872309,2797.311468872309,135864336
2020-11-24,2929.8525390625,2950.780026420937,2846.142402286085,2874.045781211557,226784757
2020-11-25,3013.5625,3062.393366470312,2964.7316335296887,3013.5625,311676963
2020-11-26,2992.634765625,3013.5622513364965,2943.8039031839576,2943.8039031839576,150181303
2020-11-27,2978.68359375,3048.4419518046043,2978.68359375,3020.5385711142267,126437063
2020-11-30,2853.117919921875,2985.6587182686585,2783.359388079455,2964.73123365299,493687757
2020-12-01,2957.755615234375,2971.707397824049,2839.166399935445,2881.021560361808,251258199
2020-12-02,2999.611083984375,3027.514464689192,2964.731811267683,3013.562680665444,149985830
2020-12-03,3069.369384765625,3069.369384765625,2999.611027977408,3034.4901127001785,218887830
2020-12-04,2999.611083984375,3069.3694420750785,2978.683595291432,3069.3694420750785,165420527
2020-12-07,3069.369384765625,3083.320981186198,3034.4901127001785,3034.4901127001785,154937236
2020-12-08,3069.369384765625,3069.369384765625,3027.51440816123,3069.369384765625,89400744
2020-12-10,3020.538330078125,3104.2484654692685,3020.538330078125,3104.2484654692685,212997338
2020-12-11,2985.658935546875,3069.369067444111,2971.707340568664,3069.369067444111,191894904
2020-12-14,2985.658935546875,3006.586609028177,2978.6832317290978,2999.6107178677426,140126140
2020-12-15,2985.658935546875,2992.634826707309,2957.755558247796,2985.658935546875,147085740
2020-12-16,3013.5625,3034.489987438324,2999.6109041553404,3027.514283187328,143051750
2020-12-17,3020.538330078125,3041.465817090245,3006.5867345176,3041.465817090245,155902502
2020-12-18,2985.658935546875,2999.6107178677426,2978.6832317290978,2978.6832317290978,228155710
2020-12-21,2936.828125,3027.514149690881,2936.828125,3020.5382584048148,240869950
2020-12-22,2881.021728515625,2985.6591673321536,2874.045836813633,2957.755787866856,188635658
2020-12-23,2901.949462890625,2915.9010601375644,2755.4568487556685,2894.9735705958115,187175822
2020-12-28,2964.73193359375,2971.7078258934525,2901.94946492449,2964.73193359375,94730336
2020-12-29,2915.900390625,2985.658735528033,2908.9244999319035,2964.731250791388,82725388
2020-12-30,2908.9248046875,2936.82818304056,2881.021613677104,2922.876587535361,99024700
2021-01-04,3006.5869140625,3013.562618588,2894.973393542397,2894.973393542397,106226854
2021-01-05,2978.68359375,2999.611082432113,2957.755917725207,2999.611082432113,106964857
2021-01-06,2929.8525390625,2999.610892704845,2901.949160137028,2985.6591095707754,128299616
2021-01-07,2985.658935546875,2992.634826707309,2936.8280721091514,2971.707340568664,141798389
2021-01-08,3062.3935546875,3062.3935546875,2999.611088513868,3020.538577238412,205011531
2021-01-11,3243.76513671875,3250.7410280978143,3076.3450550198454,3083.320759056247,422093240
2021-01-12,3292.595947265625,3327.4750288991268,3257.7168656321232,3264.692756895887,260390447
2021-01-13,3341.4267578125,3376.305838886357,3313.523567890477,3327.4749755088324,231181533
2021-01-14,3327.47509765625,3369.3300714183843,3292.596015302026,3362.3545546958003,146980798
2021-01-15,3194.9345703125,3327.475394844488,3174.006894219647,3327.475394844488,225189839
2021-01-18,3222.837646484375,3243.7653218157507,3167.031261638065,3194.93445406122,182568723
2021-01-19,3222.837646484375,3278.644406016031,3215.862129392596,3278.644406016031,152430182
2021-01-20,3411.185302734375,3432.1126015541886,3243.7650387493,3257.716821086052,277723446
2021-01-21,3341.4267578125,3453.0402668712177,3327.4749755088324,3432.112593415716,177275431
2021-01-22,3292.595947265625,3390.2576755876853,3264.692756895887,3390.2576755876853,183332136
2021-01-25,3334.451171875,3341.4270636653623,3215.862135494879,3341.4270636653623,165278734
2021-01-26,3243.76513671875,3341.4268666549992,3222.837462581557,3334.450975275935,163850580
2021-01-27,3222.837646484375,3292.5961895702817,3139.127694529564,3243.7653218157507,198692361
2021-01-28,3118.2001953125,3243.7653101352407,3083.320923895144,3194.934442556545,176270344
2021-01-29,2915.900390625,3215.8616296590667,2915.900390625,3187.9580668866806,308226863
2021-02-01,3069.369384765625,3097.272764949447,2762.43239008626,2915.9008874259425,355113743
2021-02-02,3041.4658203125,3132.1516599086503,2971.707467750641,3132.1516599086503,167527833
2021-02-03,3055.41748046875,3125.175830227832,3041.4656981113394,3125.175830227832,124241205
2021-02-04,3132.151611328125,3194.934258799887,3048.441664489324,3104.248420610299,162519997
2021-02-05,3118.2001953125,3167.0312502338675,3083.320923895144,3167.0312502338675,99005120
2021-02-08,3111.224365234375,3160.055421123722,3104.2486606867624,3160.055421123722,120218986
2021-02-09,3222.837646484375,3327.4752737705617,3139.127694529564,3139.127694529564,464366860
2021-02-10,3243.76513671875,3285.62011030781,3208.8860545087537,3229.813353960621,202155881
2021-02-11,3264.692626953125,3285.6199252261413,3229.8131720225924,3278.6440342400347,99681961
2021-02-15,3285.6201171875,3334.4509822578707,3278.6442257938293,3285.6201171875,93158189
2021-02-16,3257.717041015625,3306.5479078055296,3250.7411493763047,3306.5479078055296,71623667
2021-02-17,3229.8134765625,3299.572018315812,3222.837584918635,3285.620235028082,101529553
2021-02-18,3257.717041015625,3327.475208038152,3243.765257736984,3278.644341248248,152089286
2021-02-19,3341.4267578125,3341.4267578125,3208.885949983593,3208.885949983593,109884637
2021-02-22,3341.4267578125,3397.233512341859,3320.4990843569985,3383.2817300381907,157619632
2021-02-23,3341.4267578125,3369.329947734523,3306.547676738643,3355.378540116168,107810772
2021-02-24,3299.572021484375,3362.354671654112,3285.620238183247,3341.4269967024197,105582023
2021-02-25,3299.572021484375,3327.4752134012915,3257.7170462663303,3327.4752134012915,131635423
2021-02-26,3285.6201171875,3313.523682762184,3278.6442257938293,3299.571899974842,161796404
2021-03-01,3369.330078125,3369.330078125,3292.5960218559035,3348.40277854494,127020403
2021-03-02,3348.40283203125,3404.209589611726,3348.40283203125,3397.2336980785003,75195758
2021-03-03,3383.281982421875,3383.281982421875,3306.547923398174,3348.402898746133,85026738
2021-03-04,3320.4990234375,3383.281667966852,3299.571725051253,3383.281667966852,117897176
2021-03-05,3327.47509765625,3327.47509765625,3278.644232486205,3306.547798117846,71188389
2021-03-08,3299.572021484375,3362.354671654112,3299.5720214843745,3348.402888352984,69917647
2021-03-09,3194.9345703125,3313.523985467946,3180.982786250598,3313.523985467946,165527119
2021-03-10,3229.8134765625,3250.7411514940954,3201.910284672379,3243.7652598502304,77405916
2021-03-12,3194.9345703125,3271.6686332822405,3167.031376874056,3271.6686332822405,152360111
2021-03-15,3187.95849609375,3229.813471202137,3180.9826044614624,3194.9343877260376,95483079
2021-03-16,3292.595947265625,3327.4750288991268,3215.861892734857,3250.7409743683597,151028868
2021-03-17,3257.717041015625,3278.644341248248,3208.886174225721,3264.6929326549457,116245827
2021-03-18,3320.4990234375,3327.474914461351,3271.6681609558505,3285.619943003552,95635541
2021-03-19,3257.717041015625,3313.52379944485,3257.717041015625,3313.52379944485,166398004
2021-03-22,3229.8134765625,3278.644343384217,3222.837584918635,3278.644343384217,67100278
2021-03-23,3257.717041015625,3292.5961245268886,3243.765257736984,3292.5961245268886,115036356
2021-03-24,3257.717041015625,3299.572016166209,3243.765257736984,3299.572016166209,120514341
2021-03-25,3222.837646484375,3278.644406016031,3194.93445406122,3278.644406016031,95145043
2021-03-26,3292.595947265625,3292.595947265625,3222.8374093133025,3229.813300577067,106978057
2021-03-29,3292.595947265625,3334.450920162891,3292.595947265625,3334.450920162891,106807554
2021-03-30,3139.127685546875,3278.644396634111,3125.1760893752203,3278.644396634111,214898061
2021-03-31,3069.369384765625,3125.1761451332686,2971.707647793586,3104.2486568310715,323139711
2021-04-01,2992.634765625,3048.4415190840923,2936.828012165908,3034.489737047993,340183845
2021-04-05,2929.8525390625,3020.5383800632817,2901.949160137028,3013.562488496247,345533898
2021-04-06,3000.511474609375,3021.943667908027,2964.7910245377625,2979.079089449933,167319270
2021-04-07,3000.511474609375,3029.087604433717,2971.935152924243,3021.943667908027,116953800
2021-04-08,3107.67236328125,3114.8164914888293,3021.943592233438,3036.2316567878115,158572578
2021-04-09,3107.67236328125,3143.392812458362,3107.67236328125,3129.1047479039885,125277643
2021-04-12,3007.6552734375,3136.2486192028914,3000.511337238876,3136.2486192028914,115119078
2021-04-13,2971.935302734375,3043.376014618013,2943.35897960876,3007.655562745794,120186645
2021-04-14,3107.67236328125,3107.67236328125,3014.7994640258585,3057.663849549765,113531640
2021-04-15,3150.537109375,3150.537109375,3057.6640132855337,3136.248852194715,86272180
2021-04-16,3100.528564453125,3186.257339303291,3079.096370740584,3179.11340263964,74495706
2021-04-19,3129.10498046875,3129.10498046875,3079.0964630204767,3114.8167229916435,62185614
2021-04-20,3079.09619140625,3093.3842557621733,3014.799422152638,3064.807935189544,98216076
2021-04-21,3021.943603515625,3064.8079891995617,3021.943603515625,3029.0875398890903,51954007
