date,close,high,low,open,volume
2020-01-02,2960.84326171875,2960.84326171875,2927.2735390830703,2954.129281129842,45886302
2020-01-03,2967.556884765625,2980.984845141473,2947.415124510698,2967.556884765625,91189705
2020-01-06,2933.98779296875,2947.4155750884865,2900.418067206098,2927.273811754445,48648450
2020-01-07,2954.12939453125,2960.843375377889,2940.701613146834,2960.843375377889,114344885
2020-01-08,2940.701416015625,2954.129196499904,2913.845674738216,2940.701416015625,188929583
2020-01-09,2954.12939453125,2967.557175915665,2933.9876323001945,2954.12939453125,79280569
2020-01-10,2960.84326171875,2974.271042587708,2947.415300540936,2974.271042587708,137292491
2020-01-13,3027.982666015625,3027.982666015625,2967.55719855266,2974.271179450515,122488655
2020-01-14,3068.26611328125,3088.408055466034,3034.696570257665,3048.1245317141875,174258629
2020-01-15,3074.980224609375,3074.980224609375,3041.4106801600315,3068.266243595959,112825318
2020-01-16,3068.26611328125,3081.694074737773,3027.9825895294034,3068.26611328125,147387255
2020-01-17,3108.549560546875,3115.263541109938,3088.407979475398,3101.835579983812,133295352
2020-01-20,3128.691650390625,3148.833232415877,3108.5497077476443,3148.833232415877,90022804
2020-01-21,3135.405517578125,3142.1194982156617,3115.263575665515,3135.405517578125,81224962
2020-01-22,3162.260986328125,3162.260986328125,3135.4054251870475,3142.119405626743,90609115
2020-01-23,3182.40283203125,3195.830431889501,3148.8329308413863,3168.9748715553046,153849977
2020-01-24,3182.40283203125,3189.116812269223,3142.119311221108,3175.688851793277,105620964
2020-01-27,3121.9775390625,3155.5470814470864,3115.26355846204,3155.5470814470864,103076840
2020-01-28,3101.835693359375,3115.263654976308,3068.266149934768,3074.9801307432344,104935872
2020-01-29,3101.835693359375,3128.691616593241,3088.4080923601678,3101.835693359375,214362682
2020-01-30,3074.980224609375,3155.5472755348933,3074.980224609375,3155.5472755348933,96500596
2020-01-31,2994.4130859375,3074.98031966236,2994.4130859375,3068.266338441404,150763654
2020-02-03,2994.4130859375,3014.554849291497,2987.6992850254173,2994.4130859375,144745560
2020-02-04,3061.55224609375,3148.833277562609,3034.69668280246,3148.833277562609,123617275
2020-02-05,3061.55224609375,3074.980208048262,3027.982701825204,3068.266227071006,100395764
2020-02-06,3054.838134765625,3081.694057528699,3041.4105340018077,3081.694057528699,104342852
2020-02-07,3054.838134765625,3074.9800768379305,3048.124514692576,3074.9800768379305,146349277
2020-02-10,3021.268798828125,3041.4107422797647,2954.1295282492742,3021.268798828125,187982906
2020-02-11,3027.982666015625,3048.1246087091904,3007.840903630925,3048.1246087091904,93666727
2020-02-12,3041.410888671875,3061.5524724752454,3034.696907198165,3034.696907198165,143167912
2020-02-13,3068.26611328125,3081.694074737773,3048.1245317141875,3074.9800940095115,87683284
2020-02-14,3054.838134765625,3081.694057528699,3041.4105340018077,3041.4105340018077,139707803
2020-02-17,3001.126953125,3048.124639577058,3001.126953125,3007.8409340908465,131738165
2020-02-18,2954.12939453125,3021.268662071056,2954.12939453125,3001.1268998400005,97565635
2020-02-19,3007.8408203125,3007.8408203125,2987.699058485736,2994.41285888875,110893685
2020-02-20,3061.55224609375,3074.980208048262,3027.982701825204,3034.69668280246,108000305
2020-02-21,3027.982666015625,3061.55220988717,3027.982666015625,3061.55220988717,117658802
2020-02-24,3014.554443359375,3048.1243449437225,3001.1266630344853,3048.1243449437225,113200755
2020-02-25,3021.268798828125,3054.8383439631143,2994.4130545348103,2994.4130545348103,125324724
2020-02-26,3007.8408203125,3027.982582139265,3001.1268396006253,3021.26860142739,164120194
2020-02-27,2881.021728515625,3055.417709666734,2874.045836813633,3055.417709666734,227877075
2020-02-28,2922.876708984375,2922.876708984375,2727.5532397396987,2783.3598114219835,211162617
2020-03-02,2776.384033203125,2929.852522768383,2776.384033203125,2922.876631240144,206428685
2020-03-03,2860.09375,2915.900503010402,2790.335402408322,2825.214669875487,218258509
2020-03-04,2943.80419921875,2957.755795315197,2881.0217357707315,2887.9974401476197,127937929
2020-03-05,2894.972900390625,2999.610511217784,2881.021306373571,2992.634620537935,146949558
2020-03-06,2797.311767578125,2825.2151488135837,2790.33587543359,2818.239256669048,175334118
2020-03-09,2615.939697265625,2755.456593525393,2615.939697265625,2720.577322624784,163934401
2020-03-10,2727.55322265625,2811.263173326714,2636.8671929730203,2636.8671929730203,182576203
2020-03-11,2727.55322265625,2811.263173326714,2706.6257349886337,2755.456601993961,195275262
2020-03-12,2518.27783203125,2678.7222075146747,2511.3019407469287,2664.770424946033,167137546
2020-03-13,2595.01220703125,2629.8914778964954,2343.8819813609566,2518.2779610018456,295725807
2020-03-16,2441.543701171875,2615.939679827009,2413.640322105933,2615.939679827009,196265939
2020-03-17,2274.12353515625,2490.3744812302466,2274.12353515625,2441.5436163960326,229429422
2020-03-18,2190.413330078125,2399.6885653717677,2155.534249090955,2281.0993527986093,272919333
2020-03-19,2043.9208984375,2190.413499539381,2043.9208984375,2183.437795207866,151744210
2020-03-20,1960.2108154296875,2071.824335980754,1904.4042424968304,2043.9209558429875,658210668
2020-03-23,1827.669677734375,1883.4764283543504,1827.669677734375,1848.597162381205,180848183
2020-03-24,1702.1046142578125,1918.3555427653505,1702.1046142578125,1799.7663359930004,544651637
2020-03-26,2050.89697265625,2092.7519517414185,1743.9599597845154,1743.9599597845154,698059077
2020-03-27,2253.19580078125,2560.1325514298064,2092.7514411924035,2092.7514411924035,529032687
2020-03-30,2099.727783203125,2197.389523134184,2099.727783203125,2197.389523134184,239264252
2020-03-31,2106.703125,2232.2682131612096,2071.8238609886403,2162.5096851384897,346502244
2020-04-01,2043.9208984375,2148.558524179607,2022.9934107576123,2099.7276571456464,298923123
2020-04-02,2002.066162109375,2022.9936522878472,1953.235289245375,1988.114377095265,329876337
2020-04-03,2016.0177001953125,2057.872866657877,1974.1627210754348,2043.9210820561264,322467159
2020-04-06,2106.703125,2113.678827928166,2029.9688940491144,2057.872267789676,313615306
2020-04-07,2113.678955078125,2260.1715355214697,2057.872391582549,2162.5098152259066,445935822
2020-04-08,1967.1866455078125,2120.6551377735386,1967.1866455078125,2092.7517585122546,322246825
2020-04-09,1946.2591552734373,2029.969292944425,1918.355776049775,1995.09002207918,292370749
2020-04-13,1932.3076171875,1981.1384854552705,1883.4767489197295,1946.2592135457169,136106890
2020-04-14,2022.993408203125,2022.9934082031248,1932.3075659239007,1946.2591619119855,241711574
2020-04-15,1925.3314208984373,2085.7755966900977,1904.4039359988856,2022.9931419914424,351010672
2020-04-16,1820.6939697265625,1932.3074821637847,1799.7664829802488,1932.3074821637847,404530667
2020-04-17,1974.1622314453125,1981.138122016033,1855.573028456266,1862.548731684346,442565694
2020-04-20,1939.283203125,2022.9933381841788,1925.331607619802,2009.0415553363173,244213568
2020-04-21,1897.4281005859373,1946.258962556488,1876.5006150760803,1918.355586095795,146163154
2020-04-22,1946.2591552734373,1974.1625344971,1848.5974216619531,1883.4766925271988,197501041
2020-04-23,1953.235107421875,2009.0416802552932,1946.2592155641944,1974.1625956522412,237791877
2020-04-24,1834.6456298828125,1953.2350378698757,1834.6456298828125,1953.2350378698757,323088010
2020-04-27,1855.573486328125,1883.476868153663,1820.6942122105308,1869.5250835695504,200872709
2020-04-28,1806.7425537109373,1876.50091223826,1792.7907695998645,1869.525020182724,295130807
2020-04-29,1799.7664794921875,1827.6698575474145,1785.814696793243,1813.7180748484705,230054013
2020-04-30,1904.404296875,1911.3800016016185,1820.6941540714492,1827.6700461407488,475289499
2020-05-04,1834.6456298828125,1869.524900586537,1813.718142397645,1862.5490089772584,220673601
2020-05-05,1834.6456298828125,1869.524900586537,1820.694034006924,1834.6456298828125,203241160
2020-05-06,1827.669677734375,1848.597162381205,1813.7178964080597,1834.6453810548892,190361478
2020-05-08,1806.7425537109373,1855.5734234143315,1799.766661655401,1841.6216393032585,226345299
2020-05-11,1827.669677734375,1841.6212717180472,1813.7178964080597,1834.6453810548892,170062057
2020-05-12,1736.9837646484375,1834.6454903817532,1723.0321698333871,1827.6697866455556,405546974
2020-05-13,1723.032470703125,1757.911744845226,1702.1049811549392,1716.056578406167,372457853
2020-05-14,1639.322265625,1730.0083001635323,1625.3706688805153,1702.1049193318825,517300545
2020-05-15,1562.5880126953125,1674.2014354827395,1541.6604315236275,1660.2496522540598,654135428
2020-05-18,1513.7572021484375,1583.5156525189518,1506.781310275717,1569.563868773511,501017513
2020-05-19,1653.2738037109375,1688.1528840536073,1569.563673671756,1569.563673671756,584451204
2020-05-20,1730.008056640625,1743.9596514212271,1618.3945490251926,1646.2979259290507,433842983
2020-05-26,1757.9114990234375,1778.838985645178,1723.0322297587632,1778.838985645178,444514707
2020-05-27,1834.6456298828125,1834.6456298828125,1757.9115715514215,1771.86316742731,476102523
2020-05-28,1904.404296875,1939.2833825361356,1841.6216429366668,1841.6216429366668,498739044
2020-05-29,2057.872802734375,2057.872802734375,1883.4768120285476,1883.4768120285476,959884609
2020-06-02,2218.31689453125,2295.051141460214,2057.872696292632,2057.872696292632,514215761
2020-06-03,2162.510009765625,2288.075116776153,2099.727549931691,2232.26854826021,481917223
2020-06-04,2134.6064453125,2232.268353202602,2113.678960529852,2176.4616022204423,275162272
2020-06-05,2169.485595703125,2183.43737637523,2064.847990032876,2141.5822217015498,294137820
2020-06-08,2302.027099609375,2350.857968396596,2211.34106661691,2218.316958541564,422772612
2020-06-09,2239.244384765625,2343.882011357839,2239.244384765625,2336.906119626979,279951975
2020-06-10,2113.678955078125,2218.3165660641266,2092.751470349453,2218.3165660641266,487562851
2020-06-11,2071.823974609375,2183.437475692607,2022.9931147211212,2183.437475692607,409589324
2020-06-12,2113.678955078125,2120.6548457685635,1953.234780596548,2022.9931254730009,519350210
2020-06-15,2022.993408203125,2127.6310338131034,2016.017516537748,2120.655142147726,253847754
2020-06-16,2183.437744140625,2197.3893398200203,2064.8483378237693,2071.8242293348,372556634
2020-06-17,2162.510009765625,2232.26854826021,2148.5584144723043,2232.26854826021,240003025
2020-06-18,2127.630859375,2176.461722343804,2120.6549682815557,2127.630859375,144039347
2020-06-19,2162.510009765625,2169.485901083616,2134.606631836323,2148.5584144723043,183669732
2020-06-22,2134.6064453125,2169.485711512011,2113.678960529852,2162.50982080358,104916512
2020-06-23,2099.727783203125,2134.606868982685,2078.8002942668527,2106.70367529611,188566907
2020-06-24,2176.4619140625,2190.4135101356933,2099.727667303257,2127.631046792316,339338591
2020-06-25,2134.6064453125,2169.485711512011,2120.6548512382824,2162.50982080358,174033235
2020-06-26,2113.678955078125,2176.461596606784,2106.7032517303305,2162.5098152259066,162039618
2020-06-29,2120.655029296875,2134.606624542524,2078.800056217268,2120.655029296875,130693147
2020-06-30,2113.678955078125,2169.485705916345,2113.678955078125,2141.582330497235,147418716
2020-07-01,2134.6064453125,2141.582336020931,2113.678960529852,2120.6548512382824,111421694
2020-07-02,2134.6064453125,2155.534117437793,2120.6548512382824,2155.534117437793,186436280
2020-07-03,2127.630859375,2155.5342364061244,2120.6549682815557,2134.6065631257898,54421019
2020-07-06,2120.655029296875,2162.510002376482,2113.6791380027203,2141.5825158366783,148148028
2020-07-07,2113.678955078125,2148.5582211876736,2113.678955078125,2141.582330497235,228112810
2020-07-08,2225.292724609375,2232.26861613949,2113.6792094982006,2120.655101028316,373640813
2020-07-09,2190.413330078125,2253.19597560328,2190.413330078125,2225.2925984079507,211404181
2020-07-10,2169.485595703125,2197.3889697047007,2162.5097053670725,2183.43737637523,117829855
2020-07-13,2204.365234375,2218.31683007366,2127.6309896757016,2183.437747155676,105451891
2020-07-14,2211.3408203125,2267.147574808485,2183.437630407164,2204.365116507494,232365483
2020-07-15,2183.437744140625,2260.1718013912973,2183.437744140625,2232.268610032507,182296468
2020-07-16,2190.413330078125,2204.3651123471177,2183.4376262862843,2183.4376262862843,128809144
2020-07-17,2162.510009765625,2197.389279012917,2162.510009765625,2190.4133876949268,131548742
2020-07-20,2127.630859375,2183.4376134372483,2113.67907718811,2162.509940156914,150206164
2020-07-21,2197.38916015625,2218.316645635595,2127.630812777551,2127.630812777551,224576578
2020-07-22,2162.510009765625,2211.340874306238,2155.534305790295,2204.3651703309083,190916547
2020-07-23,2190.413330078125,2204.3651123471177,2162.5099528827955,2176.461735151788,162646279
2020-07-24,2155.5341796875,2190.4132595516403,2155.5341796875,2183.437555984402,104287961
2020-07-27,2197.38916015625,2197.38916015625,2155.534189197561,2155.534189197561,103970385
2020-07-28,2190.413330078125,2211.340816138958,2162.5099528827955,2204.3651123471177,113763744
2020-07-29,2176.4619140625,2197.389401843626,2162.5101306466354,2190.4135101356933,73895646
2020-07-30,2204.365234375,2211.340938552997,2169.4859641143494,2183.437747155676,86328061
2020-08-03,2085.77587890625,2218.316884327081,2071.824282866375,2211.340992635808,373214336
2020-08-04,2148.55859375,2148.55859375,2092.751833234829,2092.751833234829,171919769
2020-08-05,2148.55859375,2169.48608210752,2120.6552134924145,2162.510190207455,177648668
2020-08-06,2169.485595703125,2183.43737637523,2155.5340023736544,2162.5097053670725,126064817
2020-08-07,2169.485595703125,2183.43737637523,2134.606331365497,2169.485595703125,98910738
2020-08-10,2183.437744140625,2197.3893398200203,2162.5100696075333,2169.485961118564,100613457
2020-08-11,2225.292724609375,2246.220211857053,2183.437750114018,2183.437750114018,189708286
2020-08-12,2336.906005859375,2350.85778864188,2225.2926803126447,2225.2926803126447,505369848
2020-08-13,2322.95458984375,2406.664730976537,2302.0271013962224,2336.906186361209,235648930
